id,name
50109,San José de Ticllas
50110,San Juan Bautista
50111,Santiago de Pischa
50112,Socos
50113,Tambillo
50114,Vinchos
50115,Jesús Nazareno
50116,Andrés Avelino Cáceres Dorregaray
50201,Cangallo
50202,Chuschi
50203,Los Morochucos
50204,María Parado de Bellido
50205,Paras
50206,Totos
50301,Sancos
50302,Carapo
50303,Sacsamarca
50304,Santiago de Lucanamarca
50401,Huanta
50402,Ayahuanco
50403,Huamanguilla
50404,Iguain
50405,Luricocha
50406,Santillana
50407,Sivia
50408,Llochegua
50409,Canayre
50410,Uchuraccay
50411,Pucacolpa
50412,Chaca
50501,San Miguel
50502,Anco
50503,Ayna
50504,Chilcas
50505,Chungui
50506,Luis Carranza
50507,Santa Rosa
50508,Tambo
50509,Samugari
50510,Anchihuay
50511,Oronccoy
50601,Puquio
50602,Aucara
50603,Cabana
50604,Carmen Salcedo
50605,Chaviña
50606,Chipao
50607,Huac-Huas
50608,Laramate
50609,Leoncio Prado
50610,Llauta
50611,Lucanas
50612,Ocaña
50613,Otoca
50614,Saisa
50615,San Cristóbal
50616,San Juan
50617,San Pedro
50618,San Pedro de Palco
50619,Sancos
50620,Santa Ana de Huaycahuacho
50621,Santa Lucia
50701,Coracora
50702,Chumpi
50703,Coronel Castañeda
50704,Pacapausa
50705,Pullo
50706,Puyusca
50707,San Francisco de Ravacayco
50708,Upahuacho
50801,Pausa
50802,Colta
50803,Corculla
50804,Lampa
50805,Marcabamba
50806,Oyolo
50807,Pararca
50808,San Javier de Alpabamba
50809,San José de Ushua
50810,Sara Sara
50901,Querobamba
50902,Belén
50903,Chalcos
50904,Chilcayoc
50905,Huacaña
50906,Morcolla
50907,Paico
50908,San Pedro de Larcay
50909,San Salvador de Quije
50910,Santiago de Paucaray
50911,Soras
51001,Huancapi
51002,Alcamenca
51003,Apongo
51004,Asquipata
51005,Canaria
51006,Cayara
51007,Colca
51008,Huamanquiquia
51009,Huancaraylla
51010,Hualla
51011,Sarhua
51012,Vilcanchos
51101,Vilcas Huaman
51102,Accomarca
51103,Carhuanca
51104,Concepción
51105,Huambalpa
51106,Independencia
51107,Saurama
51108,Vischongo
60101,Cajamarca
60102,Asunción
60103,Chetilla
60104,Cospan
60105,Encañada
60106,Jesús
60107,Llacanora
60108,Los Baños del Inca
60109,Magdalena
60110,Matara
60111,Namora
60112,San Juan
60201,Cajabamba
60202,Cachachi
60203,Condebamba
60204,Sitacocha
60301,Celendín
60302,Chumuch
60303,Cortegana
60304,Huasmin
60305,Jorge Chávez
60306,José Gálvez
60307,Miguel Iglesias
60308,Oxamarca
60309,Sorochuco
60310,Sucre
60311,Utco
60312,La Libertad de Pallan
60401,Chota
60402,Anguia
60403,Chadin
60404,Chiguirip
60405,Chimban
60406,Choropampa
60407,Cochabamba
60408,Conchan
60409,Huambos
60410,Lajas
60411,Llama
60412,Miracosta
60413,Paccha
60414,Pion
60415,Querocoto
60416,San Juan de Licupis
60417,Tacabamba
60418,Tocmoche
60419,Chalamarca
60501,Contumaza
60502,Chilete
60503,Cupisnique
60504,Guzmango
60505,San Benito
60506,Santa Cruz de Toledo
60507,Tantarica
60508,Yonan
60601,Cutervo
60602,Callayuc
60603,Choros
60604,Cujillo
60605,La Ramada
60606,Pimpingos
60607,Querocotillo
60608,San Andrés de Cutervo
60609,San Juan de Cutervo
60610,San Luis de Lucma
60611,Santa Cruz
60612,Santo Domingo de la Capilla
60613,Santo Tomas
60614,Socota
60615,Toribio Casanova
60701,Bambamarca
60702,Chugur
60703,Hualgayoc
60801,Jaén
60802,Bellavista
60803,Chontali
60804,Colasay
60805,Huabal
60806,Las Pirias
60807,Pomahuaca
60808,Pucara
60809,Sallique
60810,San Felipe
60811,San José del Alto
60812,Santa Rosa
60901,San Ignacio
60902,Chirinos
60903,Huarango
60904,La Coipa
60905,Namballe
60906,San José de Lourdes
60907,Tabaconas
61001,Pedro Gálvez
61002,Chancay
61003,Eduardo Villanueva
61004,Gregorio Pita
61005,Ichocan
61006,José Manuel Quiroz
61007,José Sabogal
61101,San Miguel
61102,Bolívar
61103,Calquis
61104,Catilluc
61105,El Prado
61106,La Florida
61107,Llapa
61108,Nanchoc
61109,Niepos
61110,San Gregorio
61111,San Silvestre de Cochan
61112,Tongod
61113,Unión Agua Blanca
61201,San Pablo
61202,San Bernardino
61203,San Luis
61204,Tumbaden
61301,Santa Cruz
61302,Andabamba
61303,Catache
61304,Chancaybaños
61305,La Esperanza
61306,Ninabamba
61307,Pulan
61308,Saucepampa
61309,Sexi
61310,Uticyacu
61311,Yauyucan
70101,Callao
70102,Bellavista
70103,Carmen de la Legua Reynoso
70104,La Perla
70105,La Punta
70106,Ventanilla
70107,Mi Perú
80101,Cusco
80102,Ccorca
80103,Poroy
80104,San Jerónimo
80105,San Sebastian
80106,Santiago
80107,Saylla
80108,Wanchaq
80201,Acomayo
80202,Acopia
80203,Acos
80204,Mosoc Llacta
80205,Pomacanchi
80206,Rondocan
80207,Sangarara
80301,Anta
80302,Ancahuasi
80303,Cachimayo
80304,Chinchaypujio
80305,Huarocondo
80306,Limatambo
80307,Mollepata
80308,Pucyura
80309,Zurite
80401,Calca
80402,Coya
80403,Lamay
80404,Lares
80405,Pisac
80406,San Salvador
80407,Taray
80408,Yanatile
80501,Yanaoca
80502,Checca
80503,Kunturkanki
80504,Langui
80505,Layo
80506,Pampamarca
80507,Quehue
80508,Tupac Amaru
80601,Sicuani
80602,Checacupe
80603,Combapata
80604,Marangani
80605,Pitumarca
80606,San Pablo
80607,San Pedro
80608,Tinta
80701,Santo Tomas
80702,Capacmarca
80703,Chamaca
80704,Colquemarca
80705,Livitaca
80706,Llusco
80707,Quiñota
80708,Velille
80801,Espinar
80802,Condoroma
80803,Coporaque
80804,Ocoruro
80805,Pallpata
80806,Pichigua
80807,Suyckutambo
80808,Alto Pichigua
80901,Santa Ana
80902,Echarate
80903,Huayopata
80904,Maranura
80905,Ocobamba
80906,Quellouno
80907,Kimbiri
80908,Santa Teresa
80909,Vilcabamba
80910,Pichari
80911,Inkawasi
80912,Villa Virgen
80913,Villa Kintiarina
80914,Megantoni
81001,Paruro
81002,Accha
81003,Ccapi
81004,Colcha
81005,Huanoquite
81006,Omachaç
81007,Paccaritambo
81008,Pillpinto
81009,Yaurisque
81101,Paucartambo
81102,Caicay
81103,Challabamba
81104,Colquepata
81105,Huancarani
81106,Kosñipata
81201,Urcos
81202,Andahuaylillas
81203,Camanti
81204,Ccarhuayo
81205,Ccatca
81206,Cusipata
81207,Huaro
81208,Lucre
81209,Marcapata
81210,Ocongate
81211,Oropesa
81212,Quiquijana
81301,Urubamba
81302,Chinchero
81303,Huayllabamba
81304,Machupicchu
81305,Maras
81306,Ollantaytambo
81307,Yucay
90101,Huancavelica
90102,Acobambilla
90103,Acoria
90104,Conayca
90105,Cuenca
90106,Huachocolpa
90107,Huayllahuara
90108,Izcuchaca
90109,Laria
90110,Manta
90111,Mariscal Cáceres
90112,Moya
90113,Nuevo Occoro
90114,Palca
90115,Pilchaca
90116,Vilca
90117,Yauli
90118,Ascensión
90119,Huando
90201,Acobamba
90202,Andabamba
90203,Anta
90204,Caja
90205,Marcas
90206,Paucara
90207,Pomacocha
90208,Rosario
90301,Lircay
90302,Anchonga
90303,Callanmarca
90304,Ccochaccasa
90305,Chincho
90306,Congalla
90307,Huanca-Huanca
90308,Huayllay Grande
90309,Julcamarca
90310,San Antonio de Antaparco
90311,Santo Tomas de Pata
90312,Secclla
90401,Castrovirreyna
90402,Arma
90403,Aurahua
90404,Capillas
90405,Chupamarca
90406,Cocas
90407,Huachos
90408,Huamatambo
90409,Mollepampa
90410,San Juan
90411,Santa Ana
90412,Tantara
90413,Ticrapo
90501,Churcampa
90502,Anco
90503,Chinchihuasi
90504,El Carmen
90505,La Merced
90506,Locroja
90507,Paucarbamba
90508,San Miguel de Mayocc
90509,San Pedro de Coris
90510,Pachamarca
90511,Cosme
90601,Huaytara
90602,Ayavi
90603,Córdova
90604,Huayacundo Arma
90605,Laramarca
90606,Ocoyo
90607,Pilpichaca
90608,Querco
90609,Quito-Arma
90610,San Antonio de Cusicancha
90611,San Francisco de Sangayaico
90612,San Isidro
90613,Santiago de Chocorvos
90614,Santiago de Quirahuara
90615,Santo Domingo de Capillas
90616,Tambo
90701,Pampas
90702,Acostambo
90703,Acraquia
90704,Ahuaycha
90705,Colcabamba
90706,Daniel Hernández
90707,Huachocolpa
90709,Huaribamba
90710,Ñahuimpuquio
90711,Pazos
90713,Quishuar
90714,Salcabamba
90715,Salcahuasi
90716,San Marcos de Rocchac
90717,Surcubamba
90718,Tintay Puncu
90719,Quichuas
90720,Andaymarca
90721,Roble
90722,Pichos
90723,Santiago de Tucuma
100101,Huanuco
100102,Amarilis
100103,Chinchao
100104,Churubamba
100105,Margos
100106,Quisqui (Kichki)
100107,San Francisco de Cayran
100108,San Pedro de Chaulan
100109,Santa María del Valle
100110,Yarumayo
100111,Pillco Marca
100112,Yacus
100113,San Pablo de Pillao
100201,Ambo
100202,Cayna
100203,Colpas
100204,Conchamarca
100205,Huacar
100206,San Francisco
100207,San Rafael
100208,Tomay Kichwa
100301,La Unión
100307,Chuquis
100311,Marías
100313,Pachas
100316,Quivilla
100317,Ripan
100321,Shunqui
100322,Sillapata
100323,Yanas
100401,Huacaybamba
100402,Canchabamba
100403,Cochabamba
100404,Pinra
100501,Llata
100502,Arancay
100503,Chavín de Pariarca
100504,Jacas Grande
100505,Jircan
100506,Miraflores
100507,Monzón
100508,Punchao
100509,Puños
100510,Singa
100511,Tantamayo
100601,Rupa-Rupa
100602,Daniel Alomía Robles
100603,Hermílio Valdizan
100604,José Crespo y Castillo
100605,Luyando
100606,Mariano Damaso Beraun
100607,Pucayacu
100608,Castillo Grande
100609,Pueblo Nuevo
100610,Santo Domingo de Anda
100701,Huacrachuco
100702,Cholon
100703,San Buenaventura
100704,La Morada
100705,Santa Rosa de Alto Yanajanca
100801,Panao
100802,Chaglla
100803,Molino
100804,Umari
100901,Puerto Inca
100902,Codo del Pozuzo
100903,Honoria
100904,Tournavista
100905,Yuyapichis
101001,Jesús
101002,Baños
101003,Jivia
101004,Queropalca
101005,Rondos
101006,San Francisco de Asís
101007,San Miguel de Cauri
101101,Chavinillo
101102,Cahuac
101103,Chacabamba
101104,Aparicio Pomares
101105,Jacas Chico
101106,Obas
101107,Pampamarca
101108,Choras
110101,Ica
110102,La Tinguiña
110103,Los Aquijes
110104,Ocucaje
110105,Pachacutec
110106,Parcona
110107,Pueblo Nuevo
110108,Salas
110109,San José de Los Molinos
110110,San Juan Bautista
110111,Santiago
110112,Subtanjalla
110113,Tate
110114,Yauca del Rosario
110201,Chincha Alta
110202,Alto Laran
110203,Chavin
110204,Chincha Baja
110205,El Carmen
110206,Grocio Prado
110207,Pueblo Nuevo
110208,San Juan de Yanac
110209,San Pedro de Huacarpana
110210,Sunampe
110211,Tambo de Mora
110301,Nasca
110302,Changuillo
110303,El Ingenio
110304,Marcona
110305,Vista Alegre
110401,Palpa
110402,Llipata
110403,Río Grande
110404,Santa Cruz
110405,Tibillo
110501,Pisco
110502,Huancano
110503,Humay
110504,Independencia
110505,Paracas
110506,San Andrés
110507,San Clemente
110508,Tupac Amaru Inca
120101,Huancayo
120104,Carhuacallanga
120105,Chacapampa
120106,Chicche
120107,Chilca
120108,Chongos Alto
120111,Chupuro
120112,Colca
120113,Cullhuas
120114,El Tambo
120116,Huacrapuquio
120117,Hualhuas
120119,Huancan
120120,Huasicancha
120121,Huayucachi
120122,Ingenio
120124,Pariahuanca
120125,Pilcomayo
120126,Pucara
120127,Quichuay
120128,Quilcas
120129,San Agustín
120130,San Jerónimo de Tunan
120132,Saño
120133,Sapallanga
120134,Sicaya
120135,Santo Domingo de Acobamba
120136,Viques
120201,Concepción
120202,Aco
120203,Andamarca
120204,Chambara
120205,Cochas
120206,Comas
120207,Heroínas Toledo
120208,Manzanares
120209,Mariscal Castilla
120210,Matahuasi
120211,Mito
120212,Nueve de Julio
120213,Orcotuna
120214,San José de Quero
120215,Santa Rosa de Ocopa
120301,Chanchamayo
120302,Perene
120303,Pichanaqui
120304,San Luis de Shuaro
120305,San Ramón
120306,Vitoc
120401,Jauja
120402,Acolla
120403,Apata
120404,Ataura
120405,Canchayllo
120406,Curicaca
120407,El Mantaro
120408,Huamali
120409,Huaripampa
120410,Huertas
120411,Janjaillo
120412,Julcán
120413,Leonor Ordóñez
120414,Llocllapampa
120415,Marco
120416,Masma
120417,Masma Chicche
120418,Molinos
120419,Monobamba
120420,Muqui
120421,Muquiyauyo
120422,Paca
120423,Paccha
120424,Pancan
120425,Parco
120426,Pomacancha
120427,Ricran
120428,San Lorenzo
120429,San Pedro de Chunan
120430,Sausa
120431,Sincos
120432,Tunan Marca
120433,Yauli
120434,Yauyos
120501,Junin
120502,Carhuamayo
120503,Ondores
120504,Ulcumayo
120601,Satipo
120602,Coviriali
120603,Llaylla
120604,Mazamari
120605,Pampa Hermosa
120606,Pangoa
120607,Río Negro
120608,Río Tambo
120609,Vizcatan del Ene
120701,Tarma
120702,Acobamba
120703,Huaricolca
120704,Huasahuasi
120705,La Unión
120706,Palca
120707,Palcamayo
120708,San Pedro de Cajas
120709,Tapo
120801,La Oroya
120802,Chacapalpa
120803,Huay-Huay
120804,Marcapomacocha
120805,Morococha
120806,Paccha
120807,Santa Bárbara de Carhuacayan
120808,Santa Rosa de Sacco
120809,Suitucancha
120810,Yauli
120901,Chupaca
120902,Ahuac
120903,Chongos Bajo
120904,Huachac
120905,Huamancaca Chico
120906,San Juan de Iscos
120907,San Juan de Jarpa
120908,Tres de Diciembre
120909,Yanacancha
130101,Trujillo
130102,El Porvenir
130103,Florencia de Mora
130104,Huanchaco
130105,La Esperanza
130106,Laredo
130107,Moche
130108,Poroto
130109,Salaverry
130110,Simbal
130111,Victor Larco Herrera
130201,Ascope
130202,Chicama
130203,Chocope
130204,Magdalena de Cao
130205,Paijan
130206,Rázuri
130207,Santiago de Cao
130208,Casa Grande
130301,Bolívar
130302,Bambamarca
130303,Condormarca
130304,Longotea
130305,Uchumarca
130306,Ucuncha
130401,Chepen
130402,Pacanga
130403,Pueblo Nuevo
130501,Julcan
130502,Calamarca
130503,Carabamba
130504,Huaso
130601,Otuzco
130602,Agallpampa
130604,Charat
130605,Huaranchal
130606,La Cuesta
130608,Mache
130610,Paranday
130611,Salpo
130613,Sinsicap
130614,Usquil
130701,San Pedro de Lloc
130702,Guadalupe
130703,Jequetepeque
130704,Pacasmayo
130705,San José
130801,Tayabamba
130802,Buldibuyo
130803,Chillia
130804,Huancaspata
130805,Huaylillas
130806,Huayo
130807,Ongon
130808,Parcoy
130809,Pataz
130810,Pias
130811,Santiago de Challas
130812,Taurija
130813,Urpay
130901,Huamachuco
130902,Chugay
130903,Cochorco
130904,Curgos
130905,Marcabal
130906,Sanagoran
130907,Sarin
130908,Sartimbamba
131001,Santiago de Chuco
131002,Angasmarca
131003,Cachicadan
131004,Mollebamba
131005,Mollepata
131006,Quiruvilca
131007,Santa Cruz de Chuca
131008,Sitabamba
131101,Cascas
131102,Lucma
131103,Marmot
131104,Sayapullo
131201,Viru
131202,Chao
131203,Guadalupito
140101,Chiclayo
140102,Chongoyape
140103,Eten
140104,Eten Puerto
140105,José Leonardo Ortiz
140106,La Victoria
140107,Lagunas
140108,Monsefu
140109,Nueva Arica
140110,Oyotun
140111,Picsi
140112,Pimentel
140113,Reque
140114,Santa Rosa
140115,Saña
140116,Cayalti
140117,Patapo
140118,Pomalca
140119,Pucala
140120,Tuman
140201,Ferreñafe
140202,Cañaris
140203,Incahuasi
140204,Manuel Antonio Mesones Muro
140205,Pitipo
140206,Pueblo Nuevo
140301,Lambayeque
140302,Chochope
140303,Illimo
140304,Jayanca
140305,Mochumi
140306,Morrope
140307,Motupe
140308,Olmos
140309,Pacora
140310,Salas
140311,San José
140312,Tucume
150101,Lima
150102,Ancón
150103,Ate
150104,Barranco
150105,Breña
150106,Carabayllo
150107,Chaclacayo
150108,Chorrillos
150109,Cieneguilla
150110,Comas
150111,El Agustino
150112,Independencia
150113,Jesús María
150114,La Molina
150115,La Victoria
150116,Lince
150117,Los Olivos
150118,Lurigancho
150119,Lurin
150120,Magdalena del Mar
150121,Pueblo Libre
150122,Miraflores
150123,Pachacamac
150124,Pucusana
150125,Puente Piedra
150126,Punta Hermosa
150127,Punta Negra
150128,Rímac
150129,San Bartolo
150130,San Borja
150131,San Isidro
150132,San Juan de Lurigancho
150133,San Juan de Miraflores
150134,San Luis
150135,San Martín de Porres
150136,San Miguel
150137,Santa Anita
150138,Santa María del Mar
150139,Santa Rosa
150140,Santiago de Surco
150141,Surquillo
150142,Villa El Salvador
150143,Villa María del Triunfo
150201,Barranca
150202,Paramonga
150203,Pativilca
150204,Supe
150205,Supe Puerto
150301,Cajatambo
150302,Copa
150303,Gorgor
150304,Huancapon
150305,Manas
150401,Canta
150402,Arahuay
150403,Huamantanga
150404,Huaros
150405,Lachaqui
150406,San Buenaventura
150407,Santa Rosa de Quives
150501,San Vicente de Cañete
150502,Asia
150503,Calango
150504,Cerro Azul
150505,Chilca
150506,Coayllo
150507,Imperial
150508,Lunahuana
150509,Mala
150510,Nuevo Imperial
150511,Pacaran
150512,Quilmana
150513,San Antonio
150514,San Luis
150515,Santa Cruz de Flores
150516,Zúñiga
150601,Huaral
150602,Atavillos Alto
150603,Atavillos Bajo
150604,Aucallama
150605,Chancay
150606,Ihuari
150607,Lampian
150608,Pacaraos
150609,San Miguel de Acos
150610,Santa Cruz de Andamarca
150611,Sumbilca
150612,Veintisiete de Noviembre
150701,Matucana
150702,Antioquia
150703,Callahuanca
150704,Carampoma
150705,Chicla
150706,Cuenca
150707,Huachupampa
150708,Huanza
150709,Huarochiri
150710,Lahuaytambo
150711,Langa
150712,Laraos
150713,Mariatana
150714,Ricardo Palma
150715,San Andrés de Tupicocha
150716,San Antonio
150717,San Bartolomé
150718,San Damian
150719,San Juan de Iris
150720,San Juan de Tantaranche
150721,San Lorenzo de Quinti
150722,San Mateo
150723,San Mateo de Otao
150724,San Pedro de Casta
150725,San Pedro de Huancayre
150726,Sangallaya
150727,Santa Cruz de Cocachacra
150728,Santa Eulalia
150729,Santiago de Anchucaya
150730,Santiago de Tuna
150731,Santo Domingo de Los Olleros
150732,Surco
150801,Huacho
150802,Ambar
150803,Caleta de Carquin
150804,Checras
150805,Hualmay
150806,Huaura
150807,Leoncio Prado
150808,Paccho
150809,Santa Leonor
150810,Santa María
150811,Sayan
150812,Vegueta
150901,Oyon
150902,Andajes
150903,Caujul
150904,Cochamarca
150905,Navan
150906,Pachangara
151001,Yauyos
151002,Alis
151003,Allauca
151004,Ayaviri
151005,Azángaro
151006,Cacra
151007,Carania
151008,Catahuasi
151009,Chocos
151010,Cochas
151011,Colonia
151012,Hongos
151013,Huampara
151014,Huancaya
151015,Huangascar
151016,Huantan
151017,Huañec
151018,Laraos
151019,Lincha
151020,Madean
151021,Miraflores
151022,Omas
151023,Putinza
151024,Quinches
151025,Quinocay
151026,San Joaquín
151027,San Pedro de Pilas
151028,Tanta
151029,Tauripampa
151030,Tomas
151031,Tupe
151032,Viñac
151033,Vitis
160101,Iquitos
160102,Alto Nanay
160103,Fernando Lores
160104,Indiana
